exam_file,id,stem,option_A,option_B,option_C,option_D,correct_option
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-050,بیماری به دنبال سوچورینگ حفره ساکروایلیاک دچار هیپوستزی و پارستزی در قسمت پشتی ران و ساق پا به همراه ضعفدر,عصبفمورال,عصبپودندال,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-051,کدام جمله در مورد قرارگیری مناسب بیمار جهت جلوگیری از آسیب عصبی در حین جراحی صحیحنیست؟,وضعیت ۰۷الیتیوتومی برای جراحی لاپاراسکویی مناسباست.,وضعیت والیتوتومی برای جراحی واژینال مناسباست.,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-052,هیپ WL خم شود و در زاویه بین ٩۰ تا ۱۲۰ نسبت به تنهباشد.,رکاب egecandy can جراحی واژینال مناسب‌تراست.,,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-054,یدانکوله به داخل سرویکس گزارش کرده است. کدامیک از اقدامات زیر را در ابتدا توصیه نمیشود؟,بررسی Sho alle و معاینه بالینی جهت رد مسایلعفونی,بستریکردن,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-056,-OF حین میومکتومی لاپاراسکوپیک متوجه آسیب اندومتر شده؛ اقدام مناسب کداماست؟,ترجیحا لاپراتومی انجام شده و اندومتر ترمیمشود.,تزریق Jj ضد چسبندگی به داخل رحم جهت پیشگیری ازچسبندگی,ترمیم اندومتر و میومتر باهم در یک QU با نخ ویکریلصفر,ترمیم آندومتر بطور مجزا و بدون ورود به حفرهرحم,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-058,انتخاب اول کداماست؟,mirena,elagolix v,GnRH agonist,جراحی,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-059,در دختر ۱۹ ساله با اختلال ore تخمک گذاری و سطوح پایین ۲۵۲۱و ۲۱او استرادیول و سطح پایین ۱۳ «free کدامتشخیص محتملاست؟ Ovarian failure Psychological stress Eating disorder Y Thyroid dysfunction -O۴ در خانم ۳۵ ساله Lobese الیگومنوره و سندروم ۳۰۰۵همه ارزیابی‌های زیر توصیه می‌شود بهجز؟,vاکوکاردیوگرافی,Endometrial sampling,Lipid profile,Glucose tolerance test,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-060,در دختر ۱۴ ساله با سندروم متابولیک و plasPCO گزینه درمانی ارجحاست؟,Metformin + OCP,OCP + Antiandrogen,Metformin + Antiandrogen Y,Metformin + Progestron,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-061,حین سیستکتومی تخمدان جهت دستیابی dy هموستاز. بیشترین تأثیر مخرب بر ذخیره آینده تخمدان با کدام یک از روش هایزیر است؟,بخیهزدن,ژلاتین ماتریکسترومبین,W = بای پلارالکتروکواگولیشن,سلولز اکسیدهشده,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-062,در موارد انسداد پروگزیمال لوله جهت باز نمودن مجدد dg) کدام روش با موفقیت بیشتری همراهاست؟,کانولاسیونهیستروسکوییک,jb کردن تحت گایدفلوروسکوپی,جراحی اناستوموز ایسمکورنه,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-063,جهت loys اندومتریومای تخمدانی کدام یک از روشهای زیر در کاهش درد و عود پس از عمل موثرتر و با افزایش میزانبارداری,خوبخود. همراهاست؟,درنازساده,یاکسزیون,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-064,در مورد اندیکاسیون خارج سازی آپاندیس Yar جراحی الکتیو اندومتریوز PIS رویکرد صحیح تر به نظر میرسد؟,مشاهده ایمپلنت رویآن,کف انجام روتین در حین جراحیاندومتریوز,مشاهده علایم التهاباپاندیس,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-065,در بیماری با سابقه اوفورکتومی دوطرفه قبلی و شکایت درد مزمن لگنی. شک به سندروم بقایای تخمدان شده. جهتتایید,تشخیص کدام روش صحیح تراست؟,عدم وجود علایموازوموتور,سطح استرادیولپایین,رویت توده سیستیک درسونوگرافی,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-066,تمام موارد زیر چالشهای انجام هیسترکتومی به روش لاپاراسکویی است بهجز؟,Reduced depth perception,Reduced intuitive movements,Reduced field of view,یIncreased range of motion,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-067,زمانی که slay در وضعیت ترندلنبرگ جهت لاپاراسکویی قرار می گیرد جهت جلوگیری از cephalad ۰۱۰۹نادبیمار» استفاده ازplas یک از موارد زیر مناسب و ارزاناست؟,Air mattresses,Bean bags,Egg-crate foam v,Foam pads with attached Velcro straps,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-069,خانمی ۳۰ ساله نولی گراوید با ناباروری به مدت ۴ سال. در up ۷۷۰۲تشخیص infertility ۵۵۱۲۱۳۰۶۰ لاداده شده. در ۲۷۵وMRI,انجام شده میوم ۶۶به سایز ۷در ۵ سانت» میوم ۶۲-۵به سایز ۴ در ۵ سانت در لترال راست رحم» میوم ۶۴به سایز ۴ در ۳سانت,,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-070,و میوم ۱۶۱ درا سانت گزارش می شود. در مورد اثرات این میوم ها بر روی باروری و جراحی آنها سوال می کند. کدام یک از مواردزیر,۷ برداشتن میوم های ۶۱و ۶۲-۵سبب افزایش باروری میشود.,برداشتن میوم ۵۶به دلیل بزرگی سایز آن توصیه میشود.,میوم ۹۶۴ میوم ۳۶ابه یک میزان» باروری را کاهش میدهند.,-Vo خانمی FP ساله با شکایت yyy LAUB ۱۱۵ابه مدت ۶ cole در Work up های انجام شده میوم ۶۳به سایز ۴ در ۵سانت,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-071,تشخیص داده شده. کدام درمان طبی مناسب این بیماراست؟,LNG-IUS Y,ganirelix,Ulipristal acetate,Decapeptyl,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-072,خانمی ۴۵ ساله ۶۲۱۲به دلیل g۹AUB میوم های اینترامورال و ساب سروزال تحت artery embolization ۱۶۲۱۴۶ لاقرارمیگیرد. تمام موارد زیر صحیح استبجز: درد بعد از «foc مستلزم بستری به مدت ۱ روز در بیمارستاناست. v بسیاری از خانم ها بعد از | ماه فعالیت عادی خود را از سر میگیرند. تب پابرجا و عدم پاسخ به آنتی بیوتیک ها نیاز به هیسترکتومیدارد. در cpl بیمار menopause ۶۲۲۱۷ممکن است اتفاقافتد.,ترمیم در دولایه و سوند فیکس ۵روز,#۴ اکسزیون و ترمیم چند لایه ای و سوند فیکس ۱۴روز,کاتتریزاسیون تا ۲۱روز,سوند فیکس ۲ هفته و سپسسیستوگرافی,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-075,آسیب ay اعصاب فضای پره ساکرال طی جراحی های رادیکال لگنی ممکن است با plas عارضه همراهی داشتهباشد؟,ve بی اختیاری ادرار و اختلال عملکرد رودهای,کاهش حس در ناحیه قدامیران,درد تیر کشنده همراه با کاهش حس در اندام(pss,فلج کامل عضلات کفلگن,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-076,کدام یک از گزینه‌های زیر در مورد تأثیر استروژن اگزوژن و بارداری بر آزمایش‌های عملکرد تیروئید صحیح است؟ استروژن اگزوژن با کاهش «Thyroid Hormone-binding Proteins منجر به کاهش GSI سطح ۲۴ آزادمی‌شود. v درافرادی که تحت هورمون درمانی پس از (Sub هستند بهتراست ۲۴ ۳۲۵۶و ۱۳ Free اندازه گیریشود.,گنادوتروپین جفتی انسان (۲۱۵۰)باعت سرکوب عملکرد تیروئید شده و در نتیجه در سه‌ماهه اول بارداری» سطح ۵۳۱آبه‌طورکاذب,در زنان سالم از زمان بلوغ به craw یائسگی» کاهش قابل توجهی در سطح هورمون‌های ازاد تیروئیدی رخ میدهد.,نواک ۲۲-صفحه:۱۲۱۹-۱۲۱۸,۰- درمان اولیه ۶ly(Empiric therapy) یک بیمار سریایی مبتلا به پنومونی بدون بیماری قلبی-ریوی همراه یافاکتورهای,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-078,"در ابزار الکتروسرجری بای پلار, کدام موج آزاد میشود؟ CUT Y COAG",BLEND,Radiofrequency,Eye,۲- طی Joc جراحی. کابل مونویلار را به دور دسته هموستات فیکس شده و dy شان بیمار متصل شده است. در انتهای عملمتوجه,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-079,شده که پوست بیمار در محل اتصال ay هموستات دچار سوختگی شده است. کدام عارضه الکتروسرجری ایجاد شدهاست؟,Open Activation,Direct Coupling,Insulation Failure,Capacitive Coupling v,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-080,در هنگام استفاده از لیگاشور برای کوتر یک رگ بزرگ مانند شریان رحمیء کدامیک از موارد زیر همراه با بهترین نتیجهالکتروسرجری میباشد؟,Y فعال کردن ابزار در یک محل برای یکنوبت,فعال کردن ابزار در یک محل Gly دونوبت,فعال کردن ابزار در دو محل کاملا نزدیک بههم,تمام موارد Vb نتیجه مشابهدارند.,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-081,کدامیک از موارد زیر کاندید مناسبی برای ابلیشن اندومتر به منظور درمان خونریزی غیر طبیعی رحم مقاوم به درمان میباشد؟,vY خانم dle FF با پایپل کورتاژ مبنی برSecretory endometrium,خانم ۴۲ ساله با سابقه لیگاتورلوله,خانم ۳۸ ساله مبتلا به ۴۵۰با منوراژی واولیگومنوره,خانم FA ساله با آدنومیوز همراه با کاویته بزرگرحم,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-084,در هیسترکتومی ابدومینال جهت دسترسی به فضای رتروپریتوان» قطع plas لیگامان ضروریاست؟ v لیگامانراند,لیگاماناینفاندیبولوپلویک,لیگامانیوترواوارین,لیگامانیوتروساکرال,"-AA خانمی Bo ساله با سابقه یک نوبت جراحی میومکتومی, cde dy ادامه خونریزی و هیپرپلازی آندومتر کاندیدهیسترکتومی",
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-086,یک روز بعد از انجام لیگاتور شریان هیپوگاستریک Gly کنترل خونریزی لگنی در یک مادر مبتلا به خونریزی حاد بعد اززایمان»,متوجه کاهش حجم ادرار و افزایش کراتینین سرم بیمار شده. بیمار A واحد فراورده خونی گرفته است. محتمل ترین تشخیصو,,,,
fellowship_endoscopy_1403.jsonl,OBGYN-UNKNOWN-FELLOWSHIP-ENDOSCOPY-089,"خانم ۲۹ ساله با سابقه سزارین, به دلیل بارداری ناشی از جفت اکرتا تحت عمل سزارین قرار گرفته است. در yar جراحیءعلیرغم","استفاده از روش‌های متداول JUS خونریزی, بیمار دچار خونریزی مداوم از بستر جفت می‌شود که با فشار مستقیم وداروهای",منقیض‌کننده رحمی کنترل نمی‌شود. اقدامات اولیه شامل تجویز مایعات. فرآورده‌های خونی و Sy محل خونریزی جفت انجامو,,,
